# see startup.data

   200   0.83   0.24
  1000   2.55   0.75
  2000   4.07   1.35
  5000   7.13   3.18
 10000  11.19   5.99
 20000  18.23  11.69
 40000  29.68  22.87
 60000  40.94  34.05
 80000  52.23  45.13
100000  63.50  56.13
